simple_sku,brand,product_name,price,discounted_price,cat_m,parent_of_cat_1,category_1,picture_url,URL
BL479FAAN3E9ANPH-775215,Blue lans,Blue lans Womens Blue Faux Leather Strap Watch,1482.00,741.00,Watches Sunglasses Jewellery,Watches,Women,http://srv-live.lazada.com.ph/p/image-929016-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fblue-lans-womens-blue-faux-leather-strap-watch-610929.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BL479FAAN3EPANPH-775233,Blue lans,Blue lans Silver Stainless Steel Strap Watch,1830.00,915.00,Watches Sunglasses Jewellery,Watches,Women,http://srv-live.lazada.com.ph/p/image-549016-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fblue-lans-silver-stainless-steel-strap-watch-610945.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BL479FAAN3GOANPH-775314,Blue lans,BlueLans Mens Black Stainless Steel Watch,1508.00,754.00,Watches Sunglasses Jewellery,Watches,Women,http://srv-live.lazada.com.ph/p/image-610116-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbluelans-mens-black-stainless-steel-watch-611016.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AS706HLAOIX6ANPH-845703,As Seen on TV,Motion Activated Cordless LED Night Sensor Light (White),999.00,298.98,Home & Living,Lighting,Specialty Lighting,http://srv-live.lazada.com.ph/p/image-607776-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmotion-activated-cordless-led-night-sensor-light-white-677706.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE718FAAOJ01ANPH-845940,Below SRP,Unisex Rubber Bracelet LED Digital Wrist Watch (Black) Set of 2,3198.00,298.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-908776-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Funisex-rubber-bracelet-led-digital-wrist-watch-black-set-of-2-677809.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELAOJBHANPH-846449,Unbranded,Car Rear View Monitor with Night Vision Reverse Video Camera,1999.00,1599.00,Cameras,Gadgets & Other Cameras,Car Cameras,http://srv-live.lazada.com.ph/p/image-122876-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcar-rear-view-monitor-with-night-vision-reverse-video-camera-678221.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MI022FAAOJCAANPH-846482,Michael Kors,Michael Kors Chain Link Padlock Bracelet (Gold),5999.00,1349.00,Watches Sunglasses Jewellery,Jewellery,Women,http://srv-live.lazada.com.ph/p/image-052876-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmichael-kors-chain-link-padlock-bracelet-gold-678250.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308SPAM852ANPH-732728,Unbranded,6L Portable Car Electronic 2-in-1 Cooling and Warming Refrigerator Fridge Storage,7999.00,1247.00,Sports & Outdoors,Sports Accessories,,http://srv-live.lazada.com.ph/p/image-224075-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F6l-portable-car-electronic-2-in-1-cooling-and-warming-refrigerator-fridge-storage-570422.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HBAORLJANPH-857679,Unbranded,Body Shaper Ultimate 3-in-1 Lipodress (Black),999.00,244.99,Fashion,Women,Clothing,http://srv-live.lazada.com.ph/p/image-159886-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbody-shaper-ultimate-3-in-1-lipodress-black-688951.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
EL807FAAORMLANPH-857723,Elena,Elena 333A Shoulder Bag with Sling Bag (Black),1699.00,699.00,Fashion,Women,Bags,http://srv-live.lazada.com.ph/p/image-989886-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felena-333a-shoulder-bag-with-sling-bag-black-688989.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
EL807FAAORMQANPH-857728,Elena,Elena 5390A Shoulder Bag with Sling Bag and Wallet (Apricot),1999.00,699.00,Fashion,Women,Bags,http://srv-live.lazada.com.ph/p/image-499886-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felena-5390a-shoulder-bag-with-sling-bag-and-wallet-apricot-688994.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NA128HBAO5RCANPH-827676,Nautica,Nautica Blue Eau de Toilette for Men 100ml,3100.00,599.00,Health & Beauty,Fragrances,Men - Eau De Toilette,http://srv-live.lazada.com.ph/p/image-846066-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fnautica-blue-eau-de-toilette-for-men-100ml-660648.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
EL807FAAOS9CANPH-858682,Elena,Elena F288-1 Shoulder Bag (Dark Brown),1999.00,599.00,Fashion,Women,Bags,http://srv-live.lazada.com.ph/p/image-808986-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felena-f288-1-shoulder-bag-dark-brown-689808.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
EL807FAAOS9JANPH-858689,Elena,Elena F288-1 Shoulder Bag (Red),1999.00,599.00,Fashion,Women,Bags,http://srv-live.lazada.com.ph/p/image-518986-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felena-f288-1-shoulder-bag-red-689815.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HBAQOF3ANPH-991337,Unbranded,Belly Burner Weight Loss Belt Set of 2 (Black),1776.00,340.00,Health & Beauty,Beauty Tools,Body Slimming & Electric Massagers,http://srv-live.lazada.com.ph/p/image-341877-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbelly-burner-weight-loss-belt-set-of-2-black-778143.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HLAQOGCANPH-991435,Unbranded,LED Bulb Set of 6 (Daylight) with Free 8 in 1 Multi-Screwdriver Set with LED Torch,5299.00,575.00,Home & Living,Lighting,Lighting Bulbs & Components,http://srv-live.lazada.com.ph/p/image-881877-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fled-bulb-set-of-6-daylight-with-free-8-in-1-multi-screwdriver-set-with-led-torch-778188.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BL479OTAQLN4ANPH-986725,Blue lans,Bluelans Mens Brown Leather Strap Black Case Watch,9590.00,767.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-445477-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbluelans-mens-brown-leather-strap-black-case-watch-774544.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MO034ELASH7TANPH-1083443,Modoex,Modoex M8 Bluetooth Smartwatch (Black),2200.00,589.00,"TV, Audio / Video, Gaming, Gadgets",Wearable Technology,Smart Watches,http://srv-live.lazada.com.ph/p/image-121268-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmodoex-m8-bluetooth-smartwatch-black-862121.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MO034ELASH7YANPH-1083452,Modoex,Modoex M8 Bluetooth Smartwatch (White),2200.00,589.00,"TV, Audio / Video, Gaming, Gadgets",Wearable Technology,Smart Watches,http://srv-live.lazada.com.ph/p/image-621268-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmodoex-m8-bluetooth-smartwatch-white-862126.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
FE295HBASID9ANPH-1085536,FERRARI,Ferrari Scuderia Black Eau De Toilette for Men 125ml,3000.00,900.00,Health & Beauty,Fragrances,Men - Eau De Toilette,http://srv-live.lazada.com.ph/p/image-316368-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fferrari-scuderia-black-eau-de-toilette-for-men-125ml-863613.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308SPAPLWKANPH-902593,Unbranded,"Yoga Mat 68"" x 24"" (Purple) with FREE Cloth Net Texture Yoga Mat Bag",999.00,398.00,Sports & Outdoors,,,http://srv-live.lazada.com.ph/p/image-822827-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fyoga-mat-68-x-24-purple-with-free-cloth-net-texture-yoga-mat-bag-728228.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELAQ6XWANPH-958395,Unbranded,Wireless Pocket 4G Wi-Fi Router (Black),3000.00,1575.00,Mobiles & Tablets,Mobile Broadband,Mobile Wi-Fi Hotspots,http://srv-live.lazada.com.ph/p/image-294557-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwireless-pocket-4g-wi-fi-router-black-755492.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HLASIVZANPH-1086287,Unbranded,Expandable Garden Hose up to 75 ft (Blue),999.99,325.00,Home & Living,Outdoor & Garden,Lawn & Garden,http://srv-live.lazada.com.ph/p/image-782468-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fexpandable-garden-hose-up-to-75-ft-blue-864287.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MO665HBARC1OANPH-1026653,Moist,Moist BB Cream Skin Perfector Foundation with SPF20 for Unisex Set of 4,5199.00,590.00,Health & Beauty,Makeup,Face,http://srv-live.lazada.com.ph/p/image-467808-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmoist-bb-cream-skin-perfector-foundation-with-spf20-for-unisex-set-of-4-808764.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MO665HBARC1PANPH-1026654,Moist,Moist BB Cream Skin Perfector Foundation with SPF20,1299.00,188.00,Health & Beauty,Makeup,Face,http://srv-live.lazada.com.ph/p/image-567808-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmoist-bb-cream-skin-perfector-foundation-with-spf20-808765.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
VI031HBARC21ANPH-1026666,Victorias Secret,Victorias Secret Pure Seduction Body Mist for Women 250ml,1100.00,599.00,Health & Beauty,Fragrances,Women - Body Spray,http://srv-live.lazada.com.ph/p/image-777808-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fvictorias-secret-pure-seduction-body-mist-for-women-250ml-808777.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELARCJ9ANPH-1027334,Unbranded,SM07 Sunglass Eyewear Camera and MP3 Player (Black),1399.00,899.00,Cameras,Gadgets & Other Cameras,Spy Cameras,http://srv-live.lazada.com.ph/p/image-793908-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsm07-sunglass-eyewear-camera-and-mp3-player-black-809397.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELARCUWANPH-1027843,Unbranded,"CWL 1080P 2.7"" G30 170 Degree Wide Angle G-sensor Car DVR Dash Camera Camcorder (Black)",3000.00,999.00,Cameras,Gadgets & Other Cameras,Car Cameras,http://srv-live.lazada.com.ph/p/image-618908-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcwl-1080p-27-g30-170-degree-wide-angle-g-sensor-car-dvr-dash-camera-camcorder-black-809816.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AC593ELARDEHANPH-1028690,Acer,Acer Iconia One 7 B1-770 16GB WiFi Tablet (White),4990.00,3990.00,Mobiles & Tablets,Tablets,Wi-Fi Tablets,http://srv-live.lazada.com.ph/p/image-125018-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Facer-iconia-one-7-b1-770-16gb-wifi-tablet-white-810521.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HBAREQPANPH-1030584,Unbranded,Waist Trimmer Belt (Nude) L,400.00,197.99,Fashion,Women,Clothing,http://srv-live.lazada.com.ph/p/image-752218-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwaist-trimmer-belt-nude-l-812257.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELARMQEANPH-1041406,Unbranded,Multi-Directional Car Tablet Suction Cup Holder (Black),800.00,370.50,Mobiles & Tablets,Mobile Accessories,Car Accessories,http://srv-live.lazada.com.ph/p/image-416228-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmulti-directional-car-tablet-suction-cup-holder-black-822614.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SL821HLARETSANPH-1030802,Sleep Essentials,Sleep Essentials Cyprus 3-Piece Bedding Set,1137.00,399.00,Home & Living,Bedding,Bedlinen,http://srv-live.lazada.com.ph/p/image-863218-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsleep-essentials-cyprus-3-piece-bedding-set-812368.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HBARF8KANPH-1031387,Unbranded,15 Color Concealer and Corrector Palette,999.00,399.00,Health & Beauty,Makeup,Face,http://srv-live.lazada.com.ph/p/image-009218-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F15-color-concealer-and-corrector-palette-812900.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308OTARF9OANPH-1031427,Unbranded,Medium Motorcycle Cover (Gray) Buy 1 Take 1,1199.00,385.00,Automotive & Gadgets,,,http://srv-live.lazada.com.ph/p/image-049218-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmedium-motorcycle-cover-gray-buy-1-take-1-812940.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
OE721OTARFGPANPH-1031680,OEM,Waterproof Digital LED Multi-function Military Sports Watch - Black,1714.00,857.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-391318-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwaterproof-digital-led-multi-function-military-sports-watch-black-813193.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
CA807OTAA11DT9ANPH-2119885,CASIO,Casio Unisex Silver Stainless Steel Strap Watch A158,825.00,825.00,Watches Sunglasses Jewellery,Watches,Women,http://srv-live.lazada.com.ph/p/image-3714471-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcasio-unisex-silver-stainless-steel-strap-watch-a158-1744173.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELAA11LGAANPH-2131251,Unbranded,V3.0 Bluetooth Touch Screen Smart Watch (Black) Set of 2,1999.00,1139.05,"TV, Audio / Video, Gaming, Gadgets",Wearable Technology,Smart Watches,http://srv-live.lazada.com.ph/p/image-4704571-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fv30-bluetooth-touch-screen-smart-watch-black-set-of-2-1754074.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLAA11PAXANPH-2136503,Generic,Storage Wardrobe and Clothes Organizer (Blue),1499.00,489.00,Home & Living,Storage & Organization,Clothes Organising,http://srv-live.lazada.com.ph/p/image-5609571-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstorage-wardrobe-and-clothes-organizer-blue-1759065.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AS706HBAA11M7WANPH-2132258,As Seen on TV,Miracle Socks Set of 2,1198.00,239.00,Health & Beauty,Medical Supplies,Compression Stockings,http://srv-live.lazada.com.ph/p/image-8605571-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmiracle-socks-set-of-2-1755068.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELAA123UGANPH-2158652,Unbranded,MINI Foldable All-In-One Monopod with Remote Clicker (Black),235.00,235.00,Cameras,Camera Accessories,Tripods & Monopods,http://srv-live.lazada.com.ph/p/image-2197771-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmini-foldable-all-in-one-monopod-with-remote-clicker-black-1777912.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELAA123UHANPH-2158653,Unbranded,MINI Foldable All-In-One Monopod with Remote Clicker (Pink),235.00,235.00,Cameras,Camera Accessories,Tripods & Monopods,http://srv-live.lazada.com.ph/p/image-3197771-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmini-foldable-all-in-one-monopod-with-remote-clicker-pink-1777913.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
OE721ELAA1280TANPH-2164289,OEM,Universal 3-in-1 Smartphone and Tablet Camera Clip Lens (Black),1499.00,207.00,Cameras,Lenses,Other Lenses,http://srv-live.lazada.com.ph/p/image-5233871-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Funiversal-3-in-1-smartphone-and-tablet-camera-clip-lens-black-1783325.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NO649FAAA14G7QANPH-2269035,Not Specified,Women Black&White Stripe Canvas Bag Vintage Fashion All-Match Handbag,1548.00,774.00,Fashion,Women,Bags,http://srv-live.lazada.com.ph/p/image-4527881-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwomen-blackwhite-stripe-canvas-bag-vintage-fashion-all-match-handbag-1887254.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
